Gene Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YBR139W,384.601,-1.446,0.235,-6.144,8.06E-10,1.36E-08
YOR305W,147.947,-1.442,0.295,-4.894,9.90E-07,8.77E-06
YBR149W,761.716,-1.440,0.202,-7.131,1.00E-12,2.60E-11
YLR297W,24.439,-1.440,0.627,-2.298,0.02157142,0.054155872
YKR009C,162.641,-1.438,0.299,-4.814,1.48E-06,1.25E-05
YLR299W,190.283,-1.432,0.271,-5.277,1.32E-07,1.38E-06
YBR085C-A,137.610,-1.432,0.296,-4.836,1.33E-06,1.14E-05
YLR219W,259.778,-1.426,0.264,-5.411,6.25E-08,7.17E-07
YMR244C-A,27.055,-1.417,0.592,-2.394,0.016668178,0.043431506
YGL037C,690.188,-1.417,0.220,-6.430,1.27E-10,2.44E-09
YGL087C,84.584,-1.411,0.375,-3.764,0.000166967,0.000837607
YER152C,309.891,-1.410,0.239,-5.894,3.76E-09,5.66E-08
YIL051C,1125.329,-1.409,0.191,-7.396,1.40E-13,3.98E-12
YKR003W,180.565,-1.408,0.278,-5.056,4.27E-07,4.01E-06
YBL074C,59.753,-1.408,0.425,-3.312,0.000925312,0.003694453
YIL117C,551.098,-1.408,0.264,-5.325,1.01E-07,1.10E-06
YPR162C,278.639,-1.399,0.244,-5.744,9.26E-09,1.29E-07
YMR189W,819.751,-1.396,0.229,-6.093,1.11E-09,1.80E-08
YJL151C,271.715,-1.392,0.262,-5.308,1.11E-07,1.19E-06
YOR317W,1338.851,-1.385,0.202,-6.869,6.46E-12,1.55E-10
YIL154C,198.972,-1.382,0.270,-5.109,3.25E-07,3.14E-06
YER130C,401.052,-1.381,0.226,-6.101,1.05E-09,1.72E-08
YDL091C,160.757,-1.380,0.294,-4.695,2.67E-06,2.13E-05
YGR161C,318.567,-1.378,0.266,-5.191,2.09E-07,2.09E-06
YPR002W,71.670,-1.378,0.386,-3.566,0.000362125,0.001667572
YJL117W,629.965,-1.373,0.204,-6.742,1.56E-11,3.50E-10
YBL001C,102.154,-1.372,0.341,-4.026,5.68E-05,0.00032732
YLR290C,83.092,-1.370,0.373,-3.673,0.000239931,0.001160804
YIL087C,64.025,-1.368,0.409,-3.342,0.000831016,0.003377476
YDL027C,151.388,-1.367,0.302,-4.527,5.99E-06,4.37E-05
YEL018W,75.125,-1.367,0.384,-3.563,0.000366703,0.001681394
YCL052C,267.729,-1.365,0.253,-5.402,6.58E-08,7.52E-07
YBR076W,40.374,-1.363,0.511,-2.666,0.007679449,0.022807671
YGL045W,159.373,-1.360,0.339,-4.017,5.89E-05,0.000337858
YNL212W,247.730,-1.358,0.269,-5.042,4.60E-07,4.28E-06
YNR058W,83.029,-1.358,0.386,-3.514,0.000441821,0.001972598
YPL248C,173.281,-1.354,0.280,-4.833,1.34E-06,1.15E-05
YLR446W,301.452,-1.353,0.244,-5.538,3.06E-08,3.88E-07
YLR225C,360.742,-1.351,0.254,-5.320,1.04E-07,1.13E-06
YBL071W-A,99.671,-1.350,0.351,-3.847,0.0001195,0.000624846
YDR043C,402.246,-1.348,0.270,-4.989,6.08E-07,5.57E-06
YNL200C,83.017,-1.348,0.382,-3.525,0.000423104,0.00189682
YIR018W,112.930,-1.345,0.330,-4.074,4.62E-05,0.000272494
YBR053C,225.710,-1.345,0.288,-4.663,3.11E-06,2.42E-05
YKL035W,1738.697,-1.336,0.196,-6.821,9.05E-12,2.11E-10
YPL152W,167.344,-1.334,0.331,-4.029,5.59E-05,0.000323934
YDR262W,181.613,-1.332,0.286,-4.657,3.21E-06,2.48E-05
YDR479C,263.735,-1.330,0.249,-5.336,9.51E-08,1.04E-06
YOR220W,224.665,-1.330,0.264,-5.045,4.53E-07,4.22E-06
YDL223C,65.032,-1.327,0.403,-3.293,0.00099295,0.003902157
YGL159W,181.337,-1.323,0.278,-4.762,1.92E-06,1.58E-05
YJR107W,121.899,-1.321,0.320,-4.124,3.73E-05,0.000225574
YJR099W,122.594,-1.321,0.322,-4.102,4.10E-05,0.000245565
YAL037W,31.648,-1.321,0.590,-2.238,0.025201219,0.061509976
YBR157C,45.162,-1.320,0.542,-2.437,0.014799222,0.039430753
YDR125C,75.687,-1.319,0.410,-3.219,0.001284636,0.00488521
YOR212W,72.029,-1.316,0.385,-3.415,0.000637503,0.002702046
YOR005C,156.250,-1.315,0.296,-4.448,8.68E-06,6.07E-05
YAL008W,71.545,-1.311,0.417,-3.143,0.001672405,0.006128396
YGR087C,23.490,-1.311,0.642,-2.043,0.041058412,0.091794297
YIL097W,153.439,-1.311,0.299,-4.390,1.13E-05,7.72E-05
YNL117W,45.018,-1.310,0.469,-2.795,0.005192217,0.016217848
YLR036C,79.622,-1.308,0.398,-3.286,0.001014443,0.003968734
YPR156C,562.328,-1.308,0.222,-5.899,3.66E-09,5.51E-08
YER028C,72.016,-1.308,0.387,-3.379,0.000728729,0.003027369
YKR076W,74.167,-1.307,0.415,-3.147,0.001650324,0.006067927
YPL119C,42.136,-1.306,0.481,-2.713,0.006661241,0.020102015
YML079W,158.112,-1.302,0.286,-4.548,5.41E-06,4.00E-05
YFR025C,206.869,-1.301,0.267,-4.880,1.06E-06,9.33E-06
YGR237C,237.135,-1.300,0.287,-4.528,5.96E-06,4.36E-05
YKR004C,159.069,-1.290,0.286,-4.517,6.28E-06,4.56E-05
YKL218C,84.550,-1.288,0.375,-3.435,0.000593471,0.002545186
YDL238C,45.210,-1.286,0.490,-2.623,0.008723582,0.025368364
YGL090W,68.958,-1.284,0.394,-3.260,0.001112443,0.004314883
YNL014W,59.120,-1.280,0.422,-3.035,0.002403132,0.008409416
YDL046W,373.585,-1.278,0.252,-5.065,4.09E-07,3.86E-06
YPL015C,279.701,-1.274,0.241,-5.288,1.24E-07,1.31E-06
YLR254C,85.679,-1.273,0.369,-3.453,0.000553521,0.002388925
YJL133C-A,40.501,-1.272,0.492,-2.585,0.009747714,0.027898983
YLR102C,85.184,-1.269,0.360,-3.525,0.00042278,0.00189682
YNR002C,60.814,-1.269,0.431,-2.945,0.003230314,0.010856889
YBR230C,105.243,-1.265,0.331,-3.822,0.000132606,0.000681579
YOL126C,96.497,-1.265,0.352,-3.594,0.000325634,0.001519998
YMR090W,104.763,-1.262,0.344,-3.670,0.000242815,0.001171633
YML121W,254.168,-1.262,0.251,-5.028,4.95E-07,4.57E-06
YAL022C,376.710,-1.261,0.227,-5.553,2.81E-08,3.58E-07
YMR106C,96.513,-1.260,0.345,-3.648,0.000264438,0.001265604
YGR154C,83.623,-1.259,0.403,-3.123,0.001792211,0.006545363
YJL060W,239.168,-1.256,0.269,-4.664,3.10E-06,2.41E-05
YHR110W,173.486,-1.254,0.286,-4.391,1.13E-05,7.71E-05
YBR241C,125.551,-1.252,0.313,-4.002,6.27E-05,0.0003564
YDR033W,2681.396,-1.251,0.206,-6.082,1.19E-09,1.91E-08
YML064C,249.727,-1.250,0.251,-4.972,6.61E-07,6.03E-06
YDR202C,148.401,-1.249,0.305,-4.088,4.36E-05,0.000258784
YEL068C,28.999,-1.248,0.592,-2.107,0.035079929,0.08110742
YBR132C,99.818,-1.248,0.356,-3.506,0.000454888,0.002020924
YDR541C,116.003,-1.247,0.323,-3.861,0.000112722,0.000592826
YAL044C,409.581,-1.245,0.220,-5.667,1.45E-08,1.95E-07
YPR134W,109.204,-1.234,0.333,-3.707,0.000209933,0.001033136
YOR346W,124.234,-1.234,0.349,-3.537,0.000405161,0.001826918
YNL159C,161.666,-1.233,0.289,-4.267,1.98E-05,0.000127553
YDL240W,60.285,-1.231,0.416,-2.960,0.003080746,0.010425075
YJR083C,132.316,-1.231,0.307,-4.006,6.17E-05,0.000352579
YBL005W,322.566,-1.231,0.233,-5.292,1.21E-07,1.28E-06
YGR121C,164.896,-1.226,0.297,-4.123,3.73E-05,0.000225619
YPR005C,64.694,-1.225,0.413,-2.968,0.002994035,0.010188712
YOR132W,363.965,-1.225,0.306,-4.001,6.29E-05,0.000357325
YHR159W,98.547,-1.223,0.338,-3.619,0.000295747,0.001399715
YCL038C,170.183,-1.222,0.281,-4.347,1.38E-05,9.24E-05
YHL019C,169.722,-1.220,0.297,-4.112,3.92E-05,0.000235842
YGR136W,436.143,-1.214,0.234,-5.179,2.23E-07,2.22E-06
YHR105W,41.413,-1.207,0.488,-2.472,0.013426412,0.036252645
YEL020C,145.412,-1.207,0.328,-3.674,0.000238801,0.001156367
YCR097W,38.253,-1.205,0.527,-2.284,0.02235909,0.055717884
YLR080W,36.632,-1.204,0.512,-2.353,0.018601042,0.047713428
YFL004W,961.053,-1.202,0.203,-5.919,3.23E-09,4.93E-08
YDR516C,333.789,-1.200,0.243,-4.942,7.73E-07,6.94E-06
YIL088C,414.509,-1.197,0.231,-5.176,2.27E-07,2.25E-06
YBR115C,344.726,-1.195,0.228,-5.245,1.56E-07,1.61E-06
YDR406W,168.168,-1.195,0.361,-3.311,0.00092967,0.003709131
YOR040W,63.279,-1.187,0.416,-2.854,0.004323291,0.013894832
YGR046W,168.494,-1.186,0.281,-4.221,2.43E-05,0.000153723
YNR071C,35.853,-1.183,0.547,-2.163,0.030511409,0.072076909
YAR035W,32.973,-1.183,0.541,-2.185,0.028868606,0.068788926
YBR229C,289.294,-1.183,0.245,-4.828,1.38E-06,1.18E-05
YCR073C,201.738,-1.182,0.266,-4.444,8.85E-06,6.16E-05
YDR383C,68.251,-1.182,0.421,-2.807,0.005005719,0.015707503
YOR347C,172.095,-1.180,0.282,-4.181,2.90E-05,0.000180408
YGL212W,40.807,-1.178,0.506,-2.327,0.019946846,0.050663684
YMR299C,126.656,-1.177,0.326,-3.617,0.000298286,0.001410335
YJL062W-A,41.418,-1.168,0.519,-2.250,0.024448366,0.060049781
YOL065C,112.708,-1.164,0.324,-3.590,0.000330536,0.001540234
YGR023W,81.570,-1.164,0.395,-2.945,0.003230131,0.010856889
YDR185C,65.516,-1.163,0.403,-2.886,0.003907344,0.012731058
YEL030W,81.971,-1.163,0.416,-2.794,0.005204924,0.016248206
YDR306C,260.407,-1.162,0.264,-4.400,1.08E-05,7.43E-05
YHR007C-A,29.205,-1.161,0.560,-2.073,0.038193774,0.086612537
YOL087C,201.939,-1.161,0.263,-4.409,1.04E-05,7.14E-05
YIL013C,166.434,-1.160,0.306,-3.797,0.000146689,0.000747604
YGR108W,652.237,-1.159,0.215,-5.401,6.62E-08,7.55E-07
YKL065C,438.716,-1.158,0.222,-5.212,1.87E-07,1.87E-06
YJL155C,176.537,-1.155,0.275,-4.204,2.63E-05,0.000165331
YCR014C,59.015,-1.153,0.414,-2.785,0.005349853,0.016624285
YJR010W,158.244,-1.152,0.314,-3.665,0.000247319,0.001190194
YDR059C,42.469,-1.151,0.481,-2.395,0.016639201,0.043397589
YNL277W,190.627,-1.148,0.286,-4.007,6.14E-05,0.000351305
YOR352W,125.413,-1.144,0.310,-3.687,0.000226571,0.001102053
YER035W,114.102,-1.144,0.338,-3.381,0.000721527,0.00300664
YDL113C,163.557,-1.144,0.285,-4.017,5.90E-05,0.000338039
YHR195W,193.922,-1.143,0.284,-4.026,5.68E-05,0.00032732
YKL189W,161.105,-1.143,0.300,-3.815,0.000136169,0.000698574
YCL001W-A,29.160,-1.141,0.556,-2.051,0.040242893,0.090394687
YDL197C,229.285,-1.138,0.300,-3.801,0.000144264,0.000736628
YIL082W,141.432,-1.138,0.296,-3.843,0.000121461,0.00063267
YGL237C,99.634,-1.138,0.340,-3.344,0.000826399,0.00336128
YPR098C,116.526,-1.137,0.325,-3.499,0.000466741,0.002060176
YDR252W,43.139,-1.136,0.518,-2.196,0.028107713,0.06748333
YDL109C,102.353,-1.132,0.350,-3.230,0.001238955,0.004741334
YGL205W,34.667,-1.132,0.532,-2.126,0.03351611,0.07812285
YFR014C,101.364,-1.131,0.341,-3.318,0.000905874,0.003624829
YNL304W,107.286,-1.130,0.336,-3.365,0.000765551,0.003153838
YPR011C,152.006,-1.127,0.293,-3.848,0.000118899,0.000622306
YDL130W-A,42.142,-1.126,0.468,-2.404,0.016204714,0.04243684
YKR052C,289.502,-1.121,0.241,-4.643,3.43E-06,2.62E-05
YML068W,155.355,-1.121,0.314,-3.564,0.000365555,0.001679379
YJR116W,116.154,-1.120,0.326,-3.434,0.000594801,0.002548879
YBR168W,156.318,-1.120,0.308,-3.631,0.000282092,0.001340158
YDL237W,446.649,-1.120,0.227,-4.931,8.17E-07,7.32E-06
YER115C,163.476,-1.118,0.298,-3.755,0.000173195,0.000864975
YMR278W,245.186,-1.116,0.283,-3.949,7.83E-05,0.000431133
YDL089W,167.278,-1.111,0.314,-3.542,0.000396669,0.001800572
YJL147C,132.835,-1.111,0.303,-3.672,0.000240933,0.001163581
YPL272C,56.572,-1.111,0.425,-2.612,0.009010716,0.026036276
YMR110C,410.975,-1.110,0.239,-4.648,3.35E-06,2.57E-05
YGR120C,180.297,-1.108,0.273,-4.057,4.96E-05,0.000291196
YER037W,277.026,-1.108,0.243,-4.568,4.93E-06,3.67E-05
YOR280C,117.858,-1.107,0.317,-3.493,0.000477816,0.002098044
YPL165C,160.858,-1.107,0.305,-3.629,0.000283975,0.001347519
YJR062C,190.100,-1.104,0.276,-3.995,6.48E-05,0.000364858
YBR165W,175.253,-1.101,0.323,-3.407,0.000657014,0.0027675
YDL245C,41.743,-1.095,0.502,-2.180,0.029270821,0.069599791
YPL112C,295.721,-1.095,0.246,-4.444,8.85E-06,6.16E-05
YCR083W,44.460,-1.094,0.480,-2.278,0.022744414,0.05647677
YNL092W,57.019,-1.093,0.419,-2.610,0.009064515,0.026160962
YDR055W,1963.409,-1.093,0.215,-5.094,3.50E-07,3.35E-06
YLR091W,80.154,-1.092,0.378,-2.893,0.003810616,0.012460691
YNL217W,309.623,-1.091,0.243,-4.480,7.45E-06,5.33E-05
YDR229W,195.095,-1.088,0.271,-4.019,5.84E-05,0.000335435
YFL027C,143.298,-1.087,0.293,-3.706,0.000210854,0.001036732
YML020W,151.550,-1.087,0.308,-3.531,0.000413954,0.001861937
YDR358W,199.705,-1.082,0.275,-3.938,8.22E-05,0.000447616
YIL092W,125.973,-1.081,0.320,-3.376,0.000734215,0.003045508
YPR122W,236.421,-1.081,0.257,-4.206,2.59E-05,0.00016346
YOR016C,193.747,-1.081,0.266,-4.064,4.82E-05,0.000283496
YJR052W,185.628,-1.080,0.273,-3.960,7.48E-05,0.000415152
YLR049C,364.911,-1.079,0.238,-4.540,5.63E-06,4.14E-05
YNL074C,204.749,-1.078,0.282,-3.817,0.000134991,0.000693185
YOR238W,70.004,-1.077,0.458,-2.352,0.018679856,0.047893003
YGL095C,279.986,-1.076,0.256,-4.199,2.68E-05,0.000168054
YCL039W,232.165,-1.075,0.273,-3.936,8.28E-05,0.000449989
YKL128C,369.242,-1.069,0.230,-4.648,3.34E-06,2.57E-05
YGL142C,280.564,-1.067,0.249,-4.278,1.88E-05,0.000123054
YBR163W,193.320,-1.066,0.275,-3.884,0.000102601,0.000543805
YOR137C,138.771,-1.065,0.297,-3.590,0.000330345,0.001540234
YKL121W,155.436,-1.065,0.289,-3.691,0.000223442,0.001089757
YGL141W,283.760,-1.064,0.242,-4.401,1.08E-05,7.38E-05
YIL040W,128.434,-1.064,0.331,-3.212,0.001316016,0.004980163
YPR149W,991.929,-1.060,0.215,-4.929,8.26E-07,7.38E-06
YER014W,197.063,-1.060,0.308,-3.448,0.000564591,0.002428994
YML116W,440.729,-1.060,0.230,-4.599,4.24E-06,3.20E-05
YER124C,1162.091,-1.058,0.197,-5.364,8.13E-08,9.04E-07
YMR196W,308.153,-1.058,0.238,-4.447,8.70E-06,6.07E-05
YLL058W,157.054,-1.057,0.286,-3.693,0.000221678,0.001083097
YOR227W,254.190,-1.055,0.247,-4.271,1.95E-05,0.000126433
YJL053W,287.179,-1.055,0.252,-4.194,2.74E-05,0.000171422
YFR047C,228.947,-1.054,0.256,-4.124,3.72E-05,0.000225333
YIL045W,139.052,-1.052,0.299,-3.519,0.0004325,0.001935748
YGR197C,124.084,-1.046,0.310,-3.376,0.000736067,0.00304854
YML120C,187.796,-1.046,0.310,-3.374,0.000741116,0.003064781
YKR049C,42.246,-1.045,0.487,-2.147,0.031753846,0.074590675
YPL005W,109.086,-1.045,0.345,-3.033,0.002421127,0.008450634
YFL010C,374.923,-1.045,0.230,-4.536,5.74E-06,4.21E-05
YIR031C,262.462,-1.041,0.244,-4.270,1.95E-05,0.000126433
YBL102W,207.419,-1.040,0.260,-4.000,6.34E-05,0.0003585
YGR028W,191.790,-1.039,0.270,-3.841,0.000122725,0.000637422
YMR178W,285.826,-1.039,0.243,-4.270,1.96E-05,0.000126653
YBR203W,46.392,-1.033,0.465,-2.223,0.026238819,0.06361422
YMR311C,135.799,-1.033,0.313,-3.296,0.000982086,0.003872795
YNL311C,301.226,-1.032,0.245,-4.207,2.59E-05,0.000163406
YJR148W,1439.655,-1.031,0.186,-5.544,2.95E-08,3.75E-07
YJL057C,236.558,-1.031,0.258,-3.997,6.40E-05,0.000361139
YCR075C,127.197,-1.029,0.328,-3.140,0.001689394,0.006182318
YDR285W,78.389,-1.029,0.368,-2.797,0.005163653,0.016137901
YGL051W,125.187,-1.028,0.310,-3.321,0.000897063,0.00360017
YBR228W,101.583,-1.028,0.336,-3.058,0.002226987,0.007868978
YGL229C,53.544,-1.026,0.450,-2.282,0.022513688,0.056031777
YHL009C,132.114,-1.023,0.305,-3.349,0.000810601,0.003311833
YGR250C,245.633,-1.022,0.250,-4.084,4.44E-05,0.000262729
YDR019C,572.096,-1.020,0.226,-4.516,6.31E-06,4.57E-05
YER026C,566.840,-1.020,0.208,-4.891,1.00E-06,8.85E-06
YOR097C,65.866,-1.018,0.408,-2.498,0.012494663,0.034143706
YJR096W,200.642,-1.017,0.282,-3.600,0.000317636,0.00149034
YDL021W,71.306,-1.017,0.382,-2.663,0.007733962,0.022931999
YKL058W,66.530,-1.016,0.398,-2.550,0.010775982,0.030290453
YHR194W,169.192,-1.013,0.295,-3.432,0.000600099,0.002567534
YKR061W,321.610,-1.013,0.235,-4.315,1.59E-05,0.000105009
YPL154C,1579.310,-1.012,0.179,-5.645,1.65E-08,2.19E-07
YDL234C,251.762,-1.012,0.259,-3.901,9.57E-05,0.000511827
YJL045W,38.911,-1.011,0.492,-2.057,0.039712575,0.08942318
YMR104C,187.221,-1.008,0.268,-3.755,0.000173351,0.000864975
YNL077W,44.180,-1.006,0.475,-2.117,0.034270727,0.079473013
YGR006W,67.903,-1.006,0.413,-2.434,0.01493491,0.039714444
YPL258C,109.904,-1.005,0.353,-2.848,0.004398187,0.014060752
YER162C,115.821,-1.003,0.319,-3.144,0.001666584,0.006115305
YGR016W,54.085,-1.001,0.428,-2.337,0.019423079,0.049495175
YGL249W,73.457,-1.001,0.392,-2.551,0.010745486,0.030245316
YPL014W,176.682,-0.998,0.282,-3.538,0.000403537,0.001822621
YIL049W,194.961,-0.996,0.275,-3.616,0.000298738,0.001410335
YBR294W,203.323,-0.996,0.288,-3.456,0.000547869,0.002370178
YJR130C,194.271,-0.995,0.266,-3.735,0.000187579,0.000933263
YJL036W,167.350,-0.995,0.350,-2.842,0.004480095,0.014266321
YLR392C,147.383,-0.995,0.291,-3.415,0.000638479,0.002702046
YDR425W,152.340,-0.994,0.341,-2.913,0.003575313,0.011790511
YOR111W,76.470,-0.992,0.369,-2.687,0.007211113,0.021546171
YDL015C,931.920,-0.988,0.210,-4.696,2.65E-06,2.12E-05
YGR149W,427.144,-0.985,0.248,-3.972,7.11E-05,0.000396735
YDR146C,200.553,-0.984,0.270,-3.644,0.000267983,0.001278325
YAL044W-A,51.787,-0.983,0.488,-2.013,0.044143806,0.097622617
YNL331C,118.008,-0.978,0.326,-3.001,0.002690797,0.009278729
YER027C,419.555,-0.977,0.238,-4.110,3.96E-05,0.000237415
YMR118C,56.249,-0.977,0.458,-2.136,0.032688825,0.076456701
YDR041W,148.983,-0.977,0.326,-3.001,0.002688329,0.009276099
YGR179C,135.467,-0.976,0.322,-3.029,0.002453386,0.008541302
YHR048W,152.486,-0.975,0.296,-3.293,0.000990179,0.003899054
YGR077C,364.841,-0.975,0.248,-3.938,8.23E-05,0.000447616
YNL020C,288.591,-0.972,0.241,-4.041,5.32E-05,0.00031056
YBR103W,198.751,-0.972,0.271,-3.588,0.000332596,0.001548506
YDR428C,156.588,-0.970,0.300,-3.232,0.001228261,0.004707034
YDR387C,320.904,-0.969,0.241,-4.027,5.66E-05,0.000326556
YLR432W,2304.206,-0.967,0.183,-5.288,1.24E-07,1.31E-06
YNR007C,72.775,-0.966,0.377,-2.564,0.010332519,0.029295223
YPR045C,314.038,-0.966,0.282,-3.423,0.000618586,0.00263833
YOL013C,241.264,-0.966,0.270,-3.580,0.000343656,0.001590468
YHR176W,82.890,-0.966,0.362,-2.670,0.007575224,0.022535048
YGR194C,229.210,-0.965,0.261,-3.693,0.000221534,0.001083097
YFR043C,79.486,-0.965,0.363,-2.656,0.00789946,0.023295696
YHR142W,575.003,-0.964,0.218,-4.433,9.30E-06,6.45E-05
YNL214W,71.846,-0.964,0.380,-2.534,0.011284818,0.031486321
YDL192W,1401.673,-0.963,0.194,-4.971,6.67E-07,6.08E-06
YKL043W,101.183,-0.963,0.359,-2.680,0.007371588,0.021977355
YNR067C,1066.457,-0.961,0.207,-4.645,3.40E-06,2.60E-05
YLR127C,233.263,-0.959,0.253,-3.784,0.000154468,0.000780422
YCR005C,7068.065,-0.958,0.186,-5.158,2.50E-07,2.46E-06
YNL130C,522.155,-0.958,0.222,-4.318,1.57E-05,0.000103938
YHR134W,114.540,-0.955,0.335,-2.854,0.004317138,0.013883264
YPL002C,107.168,-0.955,0.328,-2.912,0.003594502,0.011846606
YGR035C,63.085,-0.953,0.431,-2.213,0.026919243,0.065089748
YNL101W,300.465,-0.952,0.253,-3.760,0.000170198,0.000853031
YPL222W,101.970,-0.952,0.394,-2.416,0.015692493,0.041344853
YPR091C,324.295,-0.951,0.251,-3.790,0.000150708,0.000764506
YHR132W-A,57.230,-0.951,0.425,-2.240,0.025108149,0.061337876
YKR051W,179.039,-0.951,0.303,-3.137,0.001709431,0.006251437
YCR036W,332.565,-0.949,0.247,-3.841,0.00012272,0.000637422
YML070W,684.210,-0.949,0.200,-4.741,2.13E-06,1.73E-05
YHR175W,115.229,-0.948,0.342,-2.768,0.005647908,0.017391464
YDR268W,182.158,-0.946,0.288,-3.283,0.00102553,0.004009227
YBL075C,165.844,-0.946,0.284,-3.325,0.000885205,0.003571354
YMR115W,220.840,-0.946,0.298,-3.169,0.001527766,0.005690406
YPR021C,179.898,-0.946,0.273,-3.467,0.000527165,0.00228531
YFR003C,60.527,-0.945,0.424,-2.227,0.025937526,0.062976076
YOR142W,547.127,-0.943,0.225,-4.191,2.78E-05,0.000173365
YOR292C,195.852,-0.942,0.264,-3.563,0.000365943,0.001679379
YLR457C,67.085,-0.942,0.399,-2.360,0.018261458,0.0469531
YIL066C,51.000,-0.942,0.445,-2.117,0.034241126,0.079438243
YMR135C,337.793,-0.940,0.240,-3.912,9.16E-05,0.000492216
YPR167C,83.738,-0.940,0.361,-2.605,0.009177743,0.026434623
YOR042W,364.751,-0.939,0.228,-4.114,3.89E-05,0.00023438
YDR279W,175.017,-0.939,0.275,-3.420,0.000626244,0.002664722
YLL057C,82.644,-0.936,0.358,-2.612,0.008994404,0.026015038
YKR054C,155.250,-0.936,0.288,-3.243,0.001181839,0.004545147
YER078C,267.687,-0.933,0.259,-3.607,0.000309387,0.001456663
YKR014C,259.122,-0.933,0.246,-3.793,0.000148696,0.00075571
YKL129C,303.733,-0.931,0.237,-3.928,8.56E-05,0.00046395
YBR269C,54.673,-0.930,0.428,-2.174,0.029682953,0.070456526
YFR029W,141.415,-0.927,0.303,-3.061,0.002208221,0.007817909
YOL042W,159.543,-0.927,0.293,-3.160,0.001576576,0.005840205
YHL003C,643.997,-0.924,0.205,-4.514,6.36E-06,4.60E-05
YJR008W,116.352,-0.922,0.329,-2.803,0.005056855,0.01583142
YER088C-A,83.580,-0.921,0.367,-2.512,0.012006616,0.03299241
YNL275W,112.191,-0.921,0.330,-2.788,0.00530552,0.016514836
YGL082W,227.990,-0.919,0.261,-3.529,0.000417556,0.001876585
YMR053C,85.280,-0.919,0.355,-2.589,0.009635503,0.027606882
YGR163W,232.036,-0.918,0.260,-3.538,0.000403889,0.001822698
YDR085C,184.130,-0.917,0.269,-3.405,0.000662545,0.002786482
YLR030W,114.981,-0.917,0.322,-2.849,0.004387402,0.014051055
YPR049C,156.897,-0.916,0.290,-3.165,0.001551389,0.00575867
YMR302C,243.701,-0.916,0.250,-3.666,0.000246577,0.001187677
YFR008W,64.442,-0.915,0.401,-2.280,0.022579422,0.056143987
YBR077C,194.242,-0.912,0.281,-3.242,0.00118725,0.004562733
YDR308C,83.056,-0.912,0.363,-2.514,0.01193966,0.03282501
YOL053W,101.084,-0.910,0.375,-2.431,0.015073275,0.039958676
YLR121C,238.392,-0.908,0.267,-3.400,0.000674961,0.002832127
YDR005C,196.237,-0.907,0.317,-2.865,0.004164108,0.013470802
YPL140C,197.998,-0.904,0.309,-2.927,0.003427899,0.011387243
YPR138C,98.055,-0.902,0.340,-2.651,0.008029253,0.023639997
YBR035C,343.636,-0.900,0.227,-3.961,7.46E-05,0.000414611
YBL091C-A,58.243,-0.900,0.424,-2.120,0.03398064,0.078934951
YGR086C,2464.149,-0.899,0.197,-4.574,4.80E-06,3.58E-05
YJL105W,106.430,-0.898,0.376,-2.384,0.017106843,0.044383117
YDR513W,368.321,-0.897,0.234,-3.831,0.000127401,0.00065856
YHR083W,283.923,-0.896,0.252,-3.557,0.000374628,0.001713395
YNL008C,389.527,-0.896,0.224,-4.005,6.20E-05,0.000353596
YDR263C,59.120,-0.896,0.435,-2.061,0.039350453,0.088754775
YKR069W,204.818,-0.896,0.261,-3.425,0.000613847,0.002624293
YIL001W,243.488,-0.895,0.248,-3.607,0.000310312,0.001459753
YCR004C,530.431,-0.893,0.209,-4.272,1.94E-05,0.000126067
YPL110C,258.031,-0.893,0.251,-3.552,0.000382094,0.00174168
YLR455W,162.079,-0.893,0.294,-3.038,0.002382533,0.008342701
YMR181C,65.770,-0.893,0.420,-2.125,0.033578048,0.078200083
YPL049C,398.888,-0.892,0.233,-3.829,0.000128847,0.000663511
YGL224C,235.520,-0.891,0.255,-3.500,0.000465647,0.002057015
YKR058W,159.237,-0.890,0.302,-2.944,0.003239469,0.010867509
YDR076W,130.668,-0.889,0.310,-2.870,0.004103109,0.013305131
YMR150C,116.192,-0.887,0.325,-2.728,0.006372366,0.019337569
YMR026C,165.661,-0.886,0.290,-3.053,0.002262427,0.007978651
YDL179W,409.712,-0.886,0.234,-3.789,0.000151457,0.00076759
YDR475C,255.809,-0.886,0.277,-3.199,0.001379463,0.005184187
YOR307C,462.046,-0.884,0.221,-4.001,6.32E-05,0.000357746
YPL206C,254.397,-0.884,0.248,-3.565,0.000363825,0.001673843
YPR079W,242.051,-0.884,0.251,-3.520,0.000430955,0.001930424
YIL146C,150.461,-0.882,0.291,-3.033,0.002420401,0.008450634
YPL159C,160.434,-0.882,0.283,-3.119,0.001814814,0.006610153
YMR155W,217.761,-0.881,0.260,-3.393,0.000690628,0.002888952
YPL066W,319.903,-0.879,0.249,-3.534,0.000408571,0.001840771
YFR030W,374.811,-0.878,0.222,-3.959,7.52E-05,0.000416773
YBR211C,158.761,-0.878,0.285,-3.082,0.002057809,0.007376642
YDR391C,140.506,-0.877,0.307,-2.858,0.004268963,0.013777223
YML004C,524.437,-0.876,0.215,-4.075,4.61E-05,0.000271972
YER041W,217.262,-0.876,0.257,-3.409,0.000651334,0.0027457
YOR092W,233.994,-0.874,0.256,-3.416,0.000635637,0.002696251
